,loss,val_loss
0,72.36891174316406,61.160728454589844
1,50.56271743774414,37.83526611328125
2,35.06254196166992,33.13816833496094
3,29.44746971130371,28.556543350219727
4,25.243471145629883,29.676483154296875
5,23.89857292175293,28.70673942565918
6,21.31056785583496,27.006168365478516
7,18.87578010559082,27.201154708862305
8,18.19973373413086,29.694318771362305
9,17.473173141479492,31.973018646240234
10,17.157407760620117,30.864839553833008
11,16.583303451538086,28.24481964111328
12,16.32598304748535,28.059513092041016
13,15.969459533691406,29.530550003051758
14,15.599798202514648,29.53888511657715
15,15.340008735656738,27.91630744934082
16,15.476570129394531,27.594499588012695
17,15.113052368164062,29.579879760742188
18,15.027894020080566,29.406339645385742
19,15.093143463134766,28.698497772216797
20,14.865516662597656,29.48988151550293
21,14.65103816986084,29.444337844848633
22,14.626337051391602,28.819435119628906
23,14.537418365478516,29.079282760620117
24,14.245068550109863,29.48337173461914
25,14.230640411376953,29.116188049316406
26,14.039164543151855,28.527381896972656
27,14.191515922546387,28.66329574584961
28,13.889891624450684,29.696866989135742
29,13.840930938720703,29.713184356689453
30,13.791776657104492,29.158889770507812
31,13.783122062683105,29.503084182739258
32,13.74966049194336,29.553478240966797
33,13.645280838012695,29.33176612854004
34,13.588258743286133,29.046356201171875
35,13.593255996704102,28.9617862701416
36,13.521738052368164,30.141328811645508
37,13.54443073272705,28.89606475830078
38,13.519346237182617,28.89183807373047
39,13.298410415649414,30.48021125793457
40,13.34152603149414,29.319082260131836
41,13.213706970214844,28.589202880859375
42,13.440262794494629,30.437973022460938
43,13.139062881469727,29.352130889892578
44,13.106043815612793,27.954893112182617
45,13.231542587280273,29.438467025756836
46,13.005682945251465,29.85051155090332
47,12.91637134552002,28.955726623535156
48,12.928010940551758,28.57744789123535
49,12.885071754455566,28.999656677246094
50,12.87467098236084,29.35017204284668
51,12.919954299926758,28.714994430541992
52,12.797012329101562,29.81654930114746
53,12.709243774414062,29.546571731567383
54,12.718716621398926,28.953216552734375
55,12.759003639221191,29.1718807220459
56,12.685020446777344,29.766437530517578
57,12.639089584350586,28.79033088684082
58,12.553506851196289,28.66977310180664
59,12.55917739868164,29.03109359741211
60,12.50301456451416,28.610965728759766
61,11.687240600585938,23.606313705444336
62,9.055898666381836,11.039228439331055
63,8.202199935913086,12.833087921142578
64,7.482995986938477,12.877957344055176
65,7.126646995544434,12.914623260498047
66,7.082526206970215,13.68008041381836
67,6.848072528839111,13.075815200805664
68,6.92056131362915,14.240056991577148
69,6.707574844360352,12.256160736083984
70,6.488731861114502,14.407339096069336
71,6.380396842956543,12.605579376220703
72,6.324094772338867,11.02612590789795
73,6.3824076652526855,13.237197875976562
74,6.3672332763671875,12.37166690826416
75,6.129571437835693,13.501527786254883
76,6.141561031341553,13.281147003173828
77,6.112123966217041,13.261780738830566
